monotonic,timestamp,url,flag,prefix_1,prefix_2,prefix_3,prefix_4,prefix_5,prefix_6,prefix_7,prefix_8
929842007,1190146243.692,http://upload.wikimedia.org/wikipedia/commons/b/bf/Ernesto_Geisel_1978.jpg,-,http://upload.wikimedia.org,wikipedia,commons,b,bf,Ernesto_Geisel_1978.jpg,,
929842008,1190146243.676,http://upload.wikimedia.org/wikipedia/commons/thumb/8/84/Britney_Spears.jpg/180px-Britney_Spears.jpg,-,http://upload.wikimedia.org,wikipedia,commons,thumb,8,84,Britney_Spears.jpg,180px-Britney_Spears.jpg
929842009,1190146243.695,http://en.wikipedia.org/skins-1.5/monobook/user.gif,-,http://en.wikipedia.org,skins-1.5,monobook,user.gif,,,,
929842010,1190146243.693,http://en.wikipedia.org/w/index.php?title=Special%3ASearch&search=laser+roll+parameter&fulltext=Search,-,http://en.wikipedia.org,w,index.php?title=Special%3ASearch&search=laser+roll+parameter&fulltext=Search,,,,,
929842011,1190146243.696,http://en.wikipedia.org/wiki/Special:Random,-,http://en.wikipedia.org,wiki,Special:Random,,,,,
929842012,1190146243.669,http://fr.wikipedia.org/skins-1.5/common/wikibits.js?99,-,http://fr.wikipedia.org,skins-1.5,common,wikibits.js?99,,,,
929842013,1190146243.705,http://upload.wikimedia.org/math/4/9/5/49524126a2f505e8aa4e3e117a591370.png,-,http://upload.wikimedia.org,math,4,9,5,49524126a2f505e8aa4e3e117a591370.png,,
929842014,1190146243.677,http://upload.wikimedia.org/wikipedia/commons/thumb/5/54/Lung_small_cell_carcinoma_%281%29_by_core_needle_biopsy.jpg/180px-Lung_small_cell_carcinoma_%281%29_by_core_needle_biopsy.jpg,-,http://upload.wikimedia.org,wikipedia,commons,thumb,5,54,Lung_small_cell_carcinoma_%281%29_by_core_needle_biopsy.jpg,180px-Lung_small_cell_carcinoma_%281%29_by_core_needle_biopsy.jpg
929842016,1190146243.671,http://de.wikipedia.org/skins-1.5/monobook/IE70Fixes.css?90,-,http://de.wikipedia.org,skins-1.5,monobook,IE70Fixes.css?90,,,,
929842015,1190146243.693,http://es.wikipedia.org/w/index.php?title=Wikiproyecto:CommonsTicker/styles.css&action=raw&ctype=text/css&smaxage=2678400,-,http://es.wikipedia.org,w,index.php?title=Wikiproyecto:CommonsTicker,styles.css&action=raw&ctype=text,css&smaxage=2678400,,,
929842017,1190146243.697,http://en.wikipedia.org/w/index.php?title=-&action=raw&gen=js&useskin=monobook,-,http://en.wikipedia.org,w,index.php?title=-&action=raw&gen=js&useskin=monobook,,,,,
929842018,1190146243.695,http://upload.wikimedia.org/wikipedia/commons/thumb/2/20/Flag_of_the_Netherlands.svg/22px-Flag_of_the_Netherlands.svg.png,-,http://upload.wikimedia.org,wikipedia,commons,thumb,2,20,Flag_of_the_Netherlands.svg,22px-Flag_of_the_Netherlands.svg.png
929842019,1190146243.678,http://nl.wikipedia.org/skins-1.5/common/ajax.js?99,-,http://nl.wikipedia.org,skins-1.5,common,ajax.js?99,,,,
929842020,1190146243.679,http://upload.wikimedia.org/wikipedia/commons/thumb/d/df/Gnome_globe_current_event.svg/42px-Gnome_globe_current_event.svg.png,-,http://upload.wikimedia.org,wikipedia,commons,thumb,d,df,Gnome_globe_current_event.svg,42px-Gnome_globe_current_event.svg.png
929842021,1190146243.677,http://en.wikipedia.org/skins-1.5/common/images/poweredby_mediawiki_88x31.png,-,http://en.wikipedia.org,skins-1.5,common,images,poweredby_mediawiki_88x31.png,,,
929842023,1190146243.69,http://en.wikipedia.org/wiki/If_I_Did_It,-,http://en.wikipedia.org,wiki,If_I_Did_It,,,,,
929842022,1190146243.698,http://en.wikipedia.org/wiki/A-2_jacket,-,http://en.wikipedia.org,wiki,A-2_jacket,,,,,
929842025,1190146243.676,http://de.wikipedia.org/wiki/Bild:Alfa145_3.jpg,-,http://de.wikipedia.org,wiki,Bild:Alfa145_3.jpg,,,,,
929842024,1190146243.68,http://upload.wikimedia.org/wikipedia/en/d/d4/Monobook-bullet-star.png,-,http://upload.wikimedia.org,wikipedia,en,d,d4,Monobook-bullet-star.png,,
929842026,1190146243.704,http://upload.wikimedia.org/wikipedia/en/thumb/2/21/DVDcover_missionkashmir.jpg/200px-DVDcover_missionkashmir.jpg,-,http://upload.wikimedia.org,wikipedia,en,thumb,2,21,DVDcover_missionkashmir.jpg,200px-DVDcover_missionkashmir.jpg
929842027,1190146243.702,http://es.wikipedia.org/w/index.php?title=Wikiproyecto:CommonsTicker/styles.css&action=raw&ctype=text/css&smaxage=2678400,-,http://es.wikipedia.org,w,index.php?title=Wikiproyecto:CommonsTicker,styles.css&action=raw&ctype=text,css&smaxage=2678400,,,
929842032,1190146243.696,http://es.wikipedia.org/skins-1.5/common/images/poweredby_mediawiki_88x31.png,-,http://es.wikipedia.org,skins-1.5,common,images,poweredby_mediawiki_88x31.png,,,
929842029,1190146243.705,http://upload.wikimedia.org/wikipedia/en/thumb/3/36/Kellybrando.jpg/150px-Kellybrando.jpg,-,http://upload.wikimedia.org,wikipedia,en,thumb,3,36,Kellybrando.jpg,150px-Kellybrando.jpg
929842028,1190146243.677,http://de.wikipedia.org/wiki/Syntax,-,http://de.wikipedia.org,wiki,Syntax,,,,,
929842030,1190146243.709,http://upload.wikimedia.org/wikipedia/meta/2/2a/Nohat-logo-nowords-bgwhite-200px.jpg,-,http://upload.wikimedia.org,wikipedia,meta,2,2a,Nohat-logo-nowords-bgwhite-200px.jpg,,
929842033,1190146243.674,http://en.wikipedia.org/skins-1.5/monobook/main.css?99,-,http://en.wikipedia.org,skins-1.5,monobook,main.css?99,,,,
929842035,1190146243.706,http://en.wikipedia.org/images/wiki-en.png,-,http://en.wikipedia.org,images,wiki-en.png,,,,,
929842039,1190146243.714,http://en.wikipedia.org/wiki/Illness,-,http://en.wikipedia.org,wiki,Illness,,,,,
929842031,1190146243.679,http://de.wikipedia.org/wiki/Australien,-,http://de.wikipedia.org,wiki,Australien,,,,,
929842038,1190146243.681,http://upload.wikimedia.org/wikipedia/commons/thumb/4/4b/TractrizFig3.png/400px-TractrizFig3.png,-,http://upload.wikimedia.org,wikipedia,commons,thumb,4,4b,TractrizFig3.png,400px-TractrizFig3.png
929842041,1190146243.682,http://upload.wikimedia.org/wikipedia/commons/thumb/5/57/IbuprofenBottle.JPG/63px-IbuprofenBottle.JPG,-,http://upload.wikimedia.org,wikipedia,commons,thumb,5,57,IbuprofenBottle.JPG,63px-IbuprofenBottle.JPG
929842034,1190146243.69,http://upload.wikimedia.org/wikipedia/en/thumb/5/51/AZ_capitol.jpg/180px-AZ_capitol.jpg,-,http://upload.wikimedia.org,wikipedia,en,thumb,5,51,AZ_capitol.jpg,180px-AZ_capitol.jpg
929842037,1190146243.712,http://upload.wikimedia.org/wikipedia/en/thumb/0/05/Wolfenstein-3d.jpg/250px-Wolfenstein-3d.jpg,-,http://upload.wikimedia.org,wikipedia,en,thumb,0,05,Wolfenstein-3d.jpg,250px-Wolfenstein-3d.jpg
929842042,1190146243.709,http://es.wikipedia.org/skins-1.5/monobook/main.css?99,-,http://es.wikipedia.org,skins-1.5,monobook,main.css?99,,,,
929842040,1190146243.695,http://en.wikipedia.org/wiki/The_Golden_Age,-,http://en.wikipedia.org,wiki,The_Golden_Age,,,,,
929842036,1190146243.671,http://upload.wikimedia.org/wikipedia/commons/thumb/2/24/Wikinews-logo.svg/35px-Wikinews-logo.svg.png,-,http://upload.wikimedia.org,wikipedia,commons,thumb,2,24,Wikinews-logo.svg,35px-Wikinews-logo.svg.png
929842043,1190146243.716,http://en.wikipedia.org/skins-1.5/common/shared.css?97,-,http://en.wikipedia.org,skins-1.5,common,shared.css?97,,,,
929842045,1190146243.69,http://commons.wikimedia.org/w/index.php?title=MediaWiki:Cookieblock.js&action=raw&ctype=text/javascript,-,http://commons.wikimedia.org,w,index.php?title=MediaWiki:Cookieblock.js&action=raw&ctype=text,javascript,,,,
929842044,1190146243.682,http://de.wikipedia.org/w/index.php?title=MediaWiki:Common.css&usemsgcache=yes&action=raw&ctype=text/css&smaxage=2678400,-,http://de.wikipedia.org,w,index.php?title=MediaWiki:Common.css&usemsgcache=yes&action=raw&ctype=text,css&smaxage=2678400,,,,
929842046,1190146243.682,http://fr.wikipedia.org/images/wikimedia-button.png,-,http://fr.wikipedia.org,images,wikimedia-button.png,,,,,
929842049,1190146243.705,http://en.wikipedia.org/wiki/Special:Random,-,http://en.wikipedia.org,wiki,Special:Random,,,,,
929842047,1190146243.712,http://upload.wikimedia.org/wikipedia/en/thumb/8/8c/Metro_Athens_Syntagma_1.jpg/180px-Metro_Athens_Syntagma_1.jpg,-,http://upload.wikimedia.org,wikipedia,en,thumb,8,8c,Metro_Athens_Syntagma_1.jpg,180px-Metro_Athens_Syntagma_1.jpg
929842048,1190146243.702,http://pt.wikipedia.org/wiki/Hist%C3%B3ria_da_Lib%C3%A9ria,-,http://pt.wikipedia.org,wiki,Hist%C3%B3ria_da_Lib%C3%A9ria,,,,,
929842050,1190146243.703,http://upload.wikimedia.org/wikipedia/commons/thumb/4/4f/P_culture.svg/25px-P_culture.svg.png,-,http://upload.wikimedia.org,wikipedia,commons,thumb,4,4f,P_culture.svg,25px-P_culture.svg.png
929842051,1190146243.703,http://upload.wikimedia.org/wikipedia/commons/thumb/d/df/Wikispecies-logo.svg/25px-Wikispecies-logo.svg.png,-,http://upload.wikimedia.org,wikipedia,commons,thumb,d,df,Wikispecies-logo.svg,25px-Wikispecies-logo.svg.png
929842052,1190146243.687,http://upload.wikimedia.org/wikipedia/commons/thumb/d/df/Wikispecies-logo.svg/35px-Wikispecies-logo.svg.png,-,http://upload.wikimedia.org,wikipedia,commons,thumb,d,df,Wikispecies-logo.svg,35px-Wikispecies-logo.svg.png
929842054,1190146243.683,http://upload.wikimedia.org/wikipedia/en/thumb/8/80/Scottish_Bank_Notes.JPG/180px-Scottish_Bank_Notes.JPG,-,http://upload.wikimedia.org,wikipedia,en,thumb,8,80,Scottish_Bank_Notes.JPG,180px-Scottish_Bank_Notes.JPG
929842053,1190146243.687,http://meta.wikimedia.org/w/index.php?title=MediaWiki:Wikiminiatlas.js&action=raw&ctype=text/javascript&dontcountme=s,-,http://meta.wikimedia.org,w,index.php?title=MediaWiki:Wikiminiatlas.js&action=raw&ctype=text,javascript&dontcountme=s,,,,
929842055,1190146243.692,http://de.wikipedia.org/wiki/Warcraft,-,http://de.wikipedia.org,wiki,Warcraft,,,,,
929842059,1190146243.688,http://en.wikipedia.org/skins-1.5/common/shared.css?99,-,http://en.wikipedia.org,skins-1.5,common,shared.css?99,,,,
929842057,1190146243.688,http://upload.wikimedia.org/wikipedia/commons/thumb/2/2f/Lightmatter_meerkat2.jpg/200px-Lightmatter_meerkat2.jpg,-,http://upload.wikimedia.org,wikipedia,commons,thumb,2,2f,Lightmatter_meerkat2.jpg,200px-Lightmatter_meerkat2.jpg
929842056,1190146243.714,http://upload.wikimedia.org/wikipedia/en/1/18/Monobook-bullet.png,-,http://upload.wikimedia.org,wikipedia,en,1,18,Monobook-bullet.png,,
929842060,1190146243.692,http://fr.wikipedia.org/skins-1.5/monobook/IE60Fixes.css?99,-,http://fr.wikipedia.org,skins-1.5,monobook,IE60Fixes.css?99,,,,
929842058,1190146243.685,http://tr.wikipedia.org/w/index.php?title=MedyaViki:Common.css&usemsgcache=yes&action=raw&ctype=text/css&smaxage=2678400,-,http://tr.wikipedia.org,w,index.php?title=MedyaViki:Common.css&usemsgcache=yes&action=raw&ctype=text,css&smaxage=2678400,,,,
929842061,1190146243.703,http://en.wikipedia.org/wiki/Greg_Pak,-,http://en.wikipedia.org,wiki,Greg_Pak,,,,,
929842062,1190146243.721,http://upload.wikimedia.org/wikipedia/en/thumb/2/28/Rockne_Stamp.jpg/120px-Rockne_Stamp.jpg,-,http://upload.wikimedia.org,wikipedia,en,thumb,2,28,Rockne_Stamp.jpg,120px-Rockne_Stamp.jpg
929842063,1190146243.71,http://es.wikipedia.org/skins-1.5/monobook/external.png,-,http://es.wikipedia.org,skins-1.5,monobook,external.png,,,,
929842064,1190146243.686,http://pl.wikipedia.org/w/index.php?title=Specjalna:Rejestr&type=delete&user=&page=&pattern=&limit=5000&offset=0,-,http://pl.wikipedia.org,w,index.php?title=Specjalna:Rejestr&type=delete&user=&page=&pattern=&limit=5000&offset=0,,,,,
929842065,1190146243.694,http://en.wikipedia.org/skins-1.5/monobook/user.gif,-,http://en.wikipedia.org,skins-1.5,monobook,user.gif,,,,
929842066,1190146243.689,http://upload.wikimedia.org/wikipedia/commons/c/cb/Piero_della_Francesca_Ideal_City.jpg,-,http://upload.wikimedia.org,wikipedia,commons,c,cb,Piero_della_Francesca_Ideal_City.jpg,,
929842068,1190146243.692,http://upload.wikimedia.org/wikipedia/commons/thumb/5/53/Crystal_Clear_app_error.png/16px-Crystal_Clear_app_error.png,-,http://upload.wikimedia.org,wikipedia,commons,thumb,5,53,Crystal_Clear_app_error.png,16px-Crystal_Clear_app_error.png
929842070,1190146243.691,http://en.wikipedia.org/skins-1.5/monobook/IE70Fixes.css?99,-,http://en.wikipedia.org,skins-1.5,monobook,IE70Fixes.css?99,,,,
929842067,1190146243.715,http://upload.wikimedia.org/wikipedia/commons/d/d4/Button_hide.png,-,http://upload.wikimedia.org,wikipedia,commons,d,d4,Button_hide.png,,
929842069,1190146243.694,http://en.wikipedia.org/skins-1.5/monobook/main.css?99,-,http://en.wikipedia.org,skins-1.5,monobook,main.css?99,,,,
929842073,1190146243.725,http://upload.wikimedia.org/math/e/a/3/ea3f1044a57cbc4637a925d4962e1113.png,-,http://upload.wikimedia.org,math,e,a,3,ea3f1044a57cbc4637a925d4962e1113.png,,
929842074,1190146243.702,http://en.wikipedia.org/skins-1.5/common/images/poweredby_mediawiki_88x31.png,-,http://en.wikipedia.org,skins-1.5,common,images,poweredby_mediawiki_88x31.png,,,
929842071,1190146243.713,http://upload.wikimedia.org/wikipedia/commons/thumb/2/22/Noia_64_apps_quanta.png/25px-Noia_64_apps_quanta.png,-,http://upload.wikimedia.org,wikipedia,commons,thumb,2,22,Noia_64_apps_quanta.png,25px-Noia_64_apps_quanta.png
929842076,1190146243.722,http://upload.wikimedia.org/wikipedia/en/1/18/Monobook-bullet.png,-,http://upload.wikimedia.org,wikipedia,en,1,18,Monobook-bullet.png,,
929842075,1190146243.699,http://meta.wikipedia.org/style/monobook/main.css,-,http://meta.wikipedia.org,style,monobook,main.css,,,,
929842077,1190146243.714,http://en.wikipedia.org/style/monobook/main.css,-,http://en.wikipedia.org,style,monobook,main.css,,,,
929842079,1190146243.699,http://upload.wikimedia.org/wikipedia/commons/thumb/4/48/Flag_of_Singapore.svg/22px-Flag_of_Singapore.svg.png,-,http://upload.wikimedia.org,wikipedia,commons,thumb,4,48,Flag_of_Singapore.svg,22px-Flag_of_Singapore.svg.png
929842072,1190146243.71,http://en.wikipedia.org/w/opensearch_desc.php,-,http://en.wikipedia.org,w,opensearch_desc.php,,,,,
929842080,1190146243.726,http://upload.wikimedia.org/wikipedia/commons/thumb/f/f3/Gnome-globe.svg/25px-Gnome-globe.svg.png,-,http://upload.wikimedia.org,wikipedia,commons,thumb,f,f3,Gnome-globe.svg,25px-Gnome-globe.svg.png
929842078,1190146243.718,http://en.wikipedia.org/wiki/Stargate_atlantis,-,http://en.wikipedia.org,wiki,Stargate_atlantis,,,,,
929842081,1190146243.726,http://en.wikipedia.org/wiki/List_of_Oceanian_stadiums_by_capacity,-,http://en.wikipedia.org,wiki,List_of_Oceanian_stadiums_by_capacity,,,,,
929842082,1190146243.855,http://upload.wikimedia.org/wikipedia/commons/thumb/4/44/Help-browser.svg/40px-Help-browser.svg.png,-,http://upload.wikimedia.org,wikipedia,commons,thumb,4,44,Help-browser.svg,40px-Help-browser.svg.png
929842083,1190146243.707,http://upload.wikimedia.org/wikipedia/en/thumb/a/ad/Angela_anaconda.jpg/250px-Angela_anaconda.jpg,-,http://upload.wikimedia.org,wikipedia,en,thumb,a,ad,Angela_anaconda.jpg,250px-Angela_anaconda.jpg
929842084,1190146243.731,http://en.wikipedia.org/w/index.php?title=-&action=raw&gen=css&maxage=2678400,-,http://en.wikipedia.org,w,index.php?title=-&action=raw&gen=css&maxage=2678400,,,,,
929842085,1190146243.701,http://upload.wikimedia.org/wikipedia/commons/thumb/1/1c/PierceBrosnan%28CannesPhotoCall%29.jpg/200px-PierceBrosnan%28CannesPhotoCall%29.jpg,-,http://upload.wikimedia.org,wikipedia,commons,thumb,1,1c,PierceBrosnan%28CannesPhotoCall%29.jpg,200px-PierceBrosnan%28CannesPhotoCall%29.jpg
929842086,1190146243.713,http://upload.wikimedia.org/math/6/a/0/6a067c58fe179281ea89370a207e4fdb.png,-,http://upload.wikimedia.org,math,6,a,0,6a067c58fe179281ea89370a207e4fdb.png,,
929842087,1190146243.718,http://en.wikipedia.org/w/index.php?title=MediaWiki:Monobook.css&usemsgcache=yes&action=raw&ctype=text/css&smaxage=2678400,-,http://en.wikipedia.org,w,index.php?title=MediaWiki:Monobook.css&usemsgcache=yes&action=raw&ctype=text,css&smaxage=2678400,,,,
929842088,1190146243.715,http://upload.wikimedia.org/wikipedia/commons/thumb/a/a0/ShogunalTroops1864.jpg/180px-ShogunalTroops1864.jpg,-,http://upload.wikimedia.org,wikipedia,commons,thumb,a,a0,ShogunalTroops1864.jpg,180px-ShogunalTroops1864.jpg
929842089,1190146243.716,http://en.wikipedia.org/w/index.php?title=MediaWiki:Common.css&usemsgcache=yes&action=raw&ctype=text/css&smaxage=2678400,-,http://en.wikipedia.org,w,index.php?title=MediaWiki:Common.css&usemsgcache=yes&action=raw&ctype=text,css&smaxage=2678400,,,,
929842090,1190146243.703,http://nl.wikipedia.org/skins-1.5/monobook/external.png,-,http://nl.wikipedia.org,skins-1.5,monobook,external.png,,,,
929842092,1190146243.701,http://upload.wikimedia.org/wikipedia/commons/thumb/f/f7/Peru-demography.png/300px-Peru-demography.png,-,http://upload.wikimedia.org,wikipedia,commons,thumb,f,f7,Peru-demography.png,300px-Peru-demography.png
929842094,1190146243.697,http://de.wikipedia.org/wiki/Spezial:Search?search=kinderoper+k%C3%B6ln&go=Artikel&sourceid=mozilla-20,-,http://de.wikipedia.org,wiki,Spezial:Search?search=kinderoper+k%C3%B6ln&go=Artikel&sourceid=mozilla-20,,,,,
929842091,1190146243.702,http://upload.wikimedia.org/math/0/7/0/0706fd26f5d987408aac1383280adf8f.png,-,http://upload.wikimedia.org,math,0,7,0,0706fd26f5d987408aac1383280adf8f.png,,
929842095,1190146243.718,http://en.wikipedia.org/skins-1.5/common/images/magnify-clip.png,-,http://en.wikipedia.org,skins-1.5,common,images,magnify-clip.png,,,
929842093,1190146243.695,http://upload.wikimedia.org/wikipedia/en/6/60/LinkFA-star.png,-,http://upload.wikimedia.org,wikipedia,en,6,60,LinkFA-star.png,,
929842097,1190146243.7,http://en.wikipedia.org/images/wiki-en.png,-,http://en.wikipedia.org,images,wiki-en.png,,,,,
929842096,1190146243.705,http://upload.wikimedia.org/math/c/d/7/cd7393eecef532c307d24739fe613e83.png,-,http://upload.wikimedia.org,math,c,d,7,cd7393eecef532c307d24739fe613e83.png,,
929842098,1190146243.731,http://upload.wikimedia.org/wikipedia/en/1/18/Monobook-bullet.png,-,http://upload.wikimedia.org,wikipedia,en,1,18,Monobook-bullet.png,,
929842099,1190146243.702,http://en.wikipedia.org/wiki/Displaced_person,-,http://en.wikipedia.org,wiki,Displaced_person,,,,,
929842100,1190146243.705,http://upload.wikimedia.org/wikipedia/commons/thumb/1/1a/US_flag_48_stars.svg/20px-US_flag_48_stars.svg.png,-,http://upload.wikimedia.org,wikipedia,commons,thumb,1,1a,US_flag_48_stars.svg,20px-US_flag_48_stars.svg.png
929842101,1190146243.73,http://es.wikipedia.org/skins-1.5/common/commonPrint.css?99,-,http://es.wikipedia.org,skins-1.5,common,commonPrint.css?99,,,,
929842102,1190146243.723,http://upload.wikimedia.org/wikipedia/en/thumb/4/4a/Commons-logo.svg/50px-Commons-logo.svg.png,-,http://upload.wikimedia.org,wikipedia,en,thumb,4,4a,Commons-logo.svg,50px-Commons-logo.svg.png
929842104,1190146243.703,http://upload.wikimedia.org/wikipedia/en/1/18/Monobook-bullet.png,-,http://upload.wikimedia.org,wikipedia,en,1,18,Monobook-bullet.png,,
929842103,1190146243.704,http://upload.wikimedia.org/wikipedia/commons/thumb/8/86/Ukraine.LeonidKuchma.01.jpg/200px-Ukraine.LeonidKuchma.01.jpg,-,http://upload.wikimedia.org,wikipedia,commons,thumb,8,86,Ukraine.LeonidKuchma.01.jpg,200px-Ukraine.LeonidKuchma.01.jpg
929842105,1190146243.708,http://upload.wikimedia.org/wikipedia/it/thumb/7/70/Stub_storia.png/30px-Stub_storia.png,-,http://upload.wikimedia.org,wikipedia,it,thumb,7,70,Stub_storia.png,30px-Stub_storia.png
929842106,1190146243.709,http://upload.wikimedia.org/wikipedia/commons/thumb/3/3a/XO_distance.jpg/320px-XO_distance.jpg,-,http://upload.wikimedia.org,wikipedia,commons,thumb,3,3a,XO_distance.jpg,320px-XO_distance.jpg
929842107,1190146243.738,http://en.wikipedia.org/w/index.php?title=MediaWiki:Monobook.css&usemsgcache=yes&action=raw&ctype=text/css&smaxage=2678400,-,http://en.wikipedia.org,w,index.php?title=MediaWiki:Monobook.css&usemsgcache=yes&action=raw&ctype=text,css&smaxage=2678400,,,,
929842108,1190146243.727,http://en.wikipedia.org/skins-1.5/common/wikibits.js?97,-,http://en.wikipedia.org,skins-1.5,common,wikibits.js?97,,,,
929842110,1190146243.727,http://es.wikipedia.org/w/index.php?title=MediaWiki:Monobook.css&usemsgcache=yes&action=raw&ctype=text/css&smaxage=2678400,-,http://es.wikipedia.org,w,index.php?title=MediaWiki:Monobook.css&usemsgcache=yes&action=raw&ctype=text,css&smaxage=2678400,,,,
